"SalaryBasisName","SalaryBasisId","FrequencyCode","FrequencyName","Code","Status","SalaryBasisType","ComponentUsage","AnnualizationFactor","SalaryAmountScale","GradeRateId","InputCurrencyCode","ElementTypeId","LegislativeDataGroupId","UseAtRelationshipLevel","UseAtTermsLevel","UseAtAssignmentLevel"
"National ITN TG XOF Salary Basis",300000232394144,"ANNUAL","Annually","TGOH","A","U","NO_COMPONENT",1,2,300000230886534,"XOF",300000231384633,300000002583089,"N","N","Y"
"National ITN TH THB Salary Basis",300000232393088,"ANNUAL","Annually","THAH","A","U","NO_COMPONENT",1,2,300000230938584,"THB",300000231280561,300000002583089,"N","N","Y"
"National ITN TJ USD Salary Basis",300000232392785,"ANNUAL","Annually","TJKH","A","U","NO_COMPONENT",1,2,300000231054005,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN TL USD Salary Basis",300000232394173,"ANNUAL","Annually","TLSH","A","U","NO_COMPONENT",1,2,300000230756369,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN TM USD Salary Basis",300000232390119,"ANNUAL","Annually","TKMH","A","U","NO_COMPONENT",1,2,300000230808381,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN TN TND Salary Basis",300000232393747,"ANNUAL","Annually","TUNH","A","U","NO_COMPONENT",1,2,300000230933165,"TND",300000231415658,300000002583089,"N","N","Y"
"National ITN TO TOP Salary Basis",300000232393320,"ANNUAL","Annually","TONH","A","U","NO_COMPONENT",1,2,300000230805190,"TOP",300000231601721,300000002583089,"N","N","Y"
"National ITN TR TRY Salary Basis",300000232392265,"ANNUAL","Annually","TURH","A","U","NO_COMPONENT",1,2,300000230797981,"TRY",300000231623903,300000002583089,"N","N","Y"
"National ITN TT TTD Salary Basis",300000232391621,"ANNUAL","Annually","TTOH","A","U","NO_COMPONENT",1,2,300000230802326,"TTD",300000231309318,300000002583089,"N","N","Y"
"National ITN TV AUD Salary Basis",300000232393179,"ANNUAL","Annually","TUVH","A","U","NO_COMPONENT",1,2,300000231020474,"AUD",300000231577485,300000002583089,"N","N","Y"
"National ITN TZ TZS Salary Basis",300000232393216,"ANNUAL","Annually","TZAH","A","U","NO_COMPONENT",1,2,300000231034974,"TZS",300000231691833,300000002583089,"N","N","Y"
"National ITN UA USD Salary Basis",300000232393868,"ANNUAL","Annually","UKRH","A","U","NO_COMPONENT",1,2,300000230826789,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN UG UGX Salary Basis",300000232394175,"ANNUAL","Annually","UGAH","A","U","NO_COMPONENT",1,2,300000231059984,"UGX",300000231659795,300000002583089,"N","N","Y"
"National ITN US USD Salary Basis",300000232393884,"ANNUAL","Annually","USAH","A","U","NO_COMPONENT",1,2,300000230992423,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN UY UYU Salary Basis",300000232393926,"ANNUAL","Annually","URYH","A","U","NO_COMPONENT",1,2,300000231098076,"UYU",300000231612012,300000002583089,"N","N","Y"
"National ITN UZ USD Salary Basis",300000232392938,"ANNUAL","Annually","UZBH","A","U","NO_COMPONENT",1,2,300000230858355,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN VC XCD Salary Basis",300000232392951,"ANNUAL","Annually","VCTH","A","U","NO_COMPONENT",1,2,300000230759728,"XCD",300000231323040,300000002583089,"N","N","Y"
"National ITN VE VES Salary Basis",300000232389769,"ANNUAL","Annually","VENH","A","U","NO_COMPONENT",1,2,300000231034997,"VES",300000231571303,300000002583089,"N","N","Y"
"National ITN VG USD Salary Basis",300000232392332,"ANNUAL","Annually","VGBH","A","U","NO_COMPONENT",1,2,300000230862381,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN VI USD Salary Basis",300000232393466,"ANNUAL","Annually","VIRH","A","U","NO_COMPONENT",1,2,300000230920424,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN VN USD Salary Basis",300000232392661,"ANNUAL","Annually","VNMH","A","U","NO_COMPONENT",1,2,300000230920082,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN WS WST Salary Basis",300000232389996,"ANNUAL","Annually","WSMH","A","U","NO_COMPONENT",1,2,300000230890822,"WST",300000231308217,300000002583089,"N","N","Y"
"National ITN XK EUR Salary Basis",300000232392998,"ANNUAL","Annually","KOSH","A","U","NO_COMPONENT",1,2,300000231046142,"EUR",300000231456961,300000002583089,"N","N","Y"
"National ITN YE USD Salary Basis",300000232393122,"ANNUAL","Annually","YEMH","A","U","NO_COMPONENT",1,2,300000230799129,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN ZA ZAR Salary Basis",300000232391405,"ANNUAL","Annually","ZAFH","A","U","NO_COMPONENT",1,2,300000231002589,"ZAR",300000231676283,300000002583089,"N","N","Y"
"National ITN ZM ZMW Salary Basis",300000232391712,"ANNUAL","Annually","ZMBH","A","U","NO_COMPONENT",1,2,300000231025611,"ZMW",300000231396651,300000002583089,"N","N","Y"
"National ITN ZW USD Salary Basis",300000232391396,"ANNUAL","Annually","ZWEH","A","U","NO_COMPONENT",1,2,300000231003551,"USD",300000231352365,300000002583089,"N","N","Y"
"National NO AE AED Salary Basis",300000232393534,"ANNUAL","Annually","AREN","A","U","NO_COMPONENT",1,2,300000231096716,"AED",300000231352117,300000002583089,"N","N","Y"
"National NO AF USD Salary Basis",300000232392877,"ANNUAL","Annually","AFGN","A","U","NO_COMPONENT",1,2,300000230873034,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO AL ALL Salary Basis",300000232390285,"ANNUAL","Annually","ALBN","A","U","NO_COMPONENT",1,2,300000230791773,"ALL",300000231530575,300000002583089,"N","N","Y"
"National NO AM AMD Salary Basis <01/07/19",300000232393808,"ANNUAL","Annually","ARMN","A","U","NO_COMPONENT",1,2,300000230827502,"AMD",300000231536219,300000002583089,"N","N","Y"
"National NO AO USD Salary Basis",300000232393713,"ANNUAL","Annually","AGON","A","U","NO_COMPONENT",1,2,300000231081899,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO AR ARS Salary Basis",300000232393374,"ANNUAL","Annually","ARGN","A","U","NO_COMPONENT",1,2,300000230859580,"ARS",300000231542248,300000002583089,"N","N","Y"
"National NO AU AUD Salary Basis",300000232392581,"ANNUAL","Annually","AUSN","A","U","NO_COMPONENT",1,2,300000230869920,"AUD",300000231308562,300000002583089,"N","N","Y"
"National NO AZ AZN Salary Basis",300000232393999,"ANNUAL","Annually","AZEN","A","U","NO_COMPONENT",1,2,300000231036320,"AZN",300000231208805,300000002583089,"N","N","Y"
"National NO BA BAM Salary Basis",300000232394037,"ANNUAL","Annually","BIHN","A","U","NO_COMPONENT",1,2,300000230847619,"BAM",300000231249903,300000002583089,"N","N","Y"
"National NO BB BBD Salary Basis <01/09/12",300000232392231,"ANNUAL","Annually","BRBN","A","U","NO_COMPONENT",1,2,300000230922676,"BBD",300000231567130,300000002583089,"N","N","Y"
"National NO BD BDT Salary Basis",300000232389777,"ANNUAL","Annually","BGDN","A","U","NO_COMPONENT",1,2,300000231045171,"BDT",300000231308594,300000002583089,"N","N","Y"
"National NO BE EUR Salary Basis",300000232391691,"ANNUAL","Annually","BELN","A","U","NO_COMPONENT",1,2,300000230992392,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO BF XOF Salary Basis",300000232393145,"ANNUAL","Annually","BFAN","A","U","NO_COMPONENT",1,2,300000230839515,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO BG BGN Salary Basis",300000232389818,"ANNUAL","Annually","BGRN","A","U","NO_COMPONENT",1,2,300000230950923,"BGN",300000231592505,300000002583089,"N","N","Y"
"National NO BH BHD Salary Basis",300000232391765,"ANNUAL","Annually","BHRN","A","U","NO_COMPONENT",1,2,300000230853938,"BHD",300000231395874,300000002583089,"N","N","Y"
"National NO BI BIF Salary Basis",300000232391432,"ANNUAL","Annually","BDIN","A","U","NO_COMPONENT",1,2,300000230876298,"BIF",300000231278921,300000002583089,"N","N","Y"
"National NO BJ XOF Salary Basis",300000232394257,"ANNUAL","Annually","BENN","A","U","NO_COMPONENT",1,2,300000230976203,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO BO BOB Salary Basis",300000232391434,"ANNUAL","Annually","BOLN","A","U","NO_COMPONENT",1,2,300000230859879,"BOB",300000231581230,300000002583089,"N","N","Y"
"National NO BR BRL Salary Basis",300000232390291,"ANNUAL","Annually","BRAN","A","U","NO_COMPONENT",1,2,300000230835180,"BRL",300000231395652,300000002583089,"N","N","Y"
"National NO BT BTN Salary Basis",300000232392186,"ANNUAL","Annually","BTNN","A","U","NO_COMPONENT",1,2,300000231043387,"BTN",300000231411521,300000002583089,"N","N","Y"
"National NO BW BWP Salary Basis",300000232393654,"ANNUAL","Annually","BWAN","A","U","NO_COMPONENT",1,2,300000230887176,"BWP",300000231542445,300000002583089,"N","N","Y"
"National NO BY USD Salary Basis",300000232392180,"ANNUAL","Annually","BLRN","A","U","NO_COMPONENT",1,2,300000230804372,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO BZ BZD Salary Basis",300000232392338,"ANNUAL","Annually","BLZN","A","U","NO_COMPONENT",1,2,300000230928554,"BZD",300000231660692,300000002583089,"N","N","Y"
"National NO CA MTR CAD Salary Basis",300000232392756,"ANNUAL","Annually","CANN","A","U","NO_COMPONENT",1,2,300000230762288,"CAD",300000231620585,300000002583089,"N","N","Y"
"National NO CA TOR CAD Salary Basis",300000232391899,"ANNUAL","Annually","CA2N","A","U","NO_COMPONENT",1,2,300000230841441,"CAD",300000231620585,300000002583089,"N","N","Y"
"National NO CD USD Salary Basis",300000232392821,"ANNUAL","Annually","CODN","A","U","NO_COMPONENT",1,2,300000230994223,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO CF XOF Salary Basis",300000232393743,"ANNUAL","Annually","CAFN","A","U","NO_COMPONENT",1,2,300000230762213,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO CG XOF Salary Basis",300000232393870,"ANNUAL","Annually","CO2N","A","U","NO_COMPONENT",1,2,300000230929113,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO CG XOF Salary Basis <01/05/15",300000232393771,"ANNUAL","Annually","COGN","A","U","NO_COMPONENT",1,2,300000230969965,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO CI XOF Salary Basis",300000232390254,"ANNUAL","Annually","CI2N","A","U","NO_COMPONENT",1,2,300000230967597,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO CI XOF Salary Basis <01/11/12",300000232392670,"ANNUAL","Annually","CIVN","A","U","NO_COMPONENT",1,2,300000230907750,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO CK NZD Salary Basis",300000232393260,"ANNUAL","Annually","COKN","A","U","NO_COMPONENT",1,2,300000231045227,"NZD",300000231279126,300000002583089,"N","N","Y"
"National NO CL CLP Salary Basis",300000232392193,"ANNUAL","Annually","CHLN","A","U","NO_COMPONENT",1,2,300000231038327,"CLP",300000231605795,300000002583089,"N","N","Y"
"National NO CM XAF Salary Basis",300000232392567,"ANNUAL","Annually","CM2N","A","U","NO_COMPONENT",1,2,300000230874172,"XAF",300000231381087,300000002583089,"N","N","Y"
"National NO CM XOF Salary Basis <01/12/17",300000232393876,"ANNUAL","Annually","CMRN","A","U","NO_COMPONENT",1,2,300000230985457,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO CN CNY Salary Basis",300000232391948,"ANNUAL","Annually","CHNN","A","U","NO_COMPONENT",1,2,300000230976739,"CNY",300000231395840,300000002583089,"N","N","Y"
"National NO CO COP Salary Basis",300000232391524,"ANNUAL","Annually","COLN","A","U","NO_COMPONENT",1,2,300000230936041,"COP",300000231698327,300000002583089,"N","N","Y"
"National NO CR CRC Salary Basis",300000232389949,"ANNUAL","Annually","CR2N","A","U","NO_COMPONENT",1,2,300000231042997,"CRC",300000231208860,300000002583089,"N","N","Y"
"National NO CR CRC Salary Basis <01/09/15",300000232393277,"ANNUAL","Annually","CRIN","A","U","NO_COMPONENT",1,2,300000230820634,"CRC",300000231208860,300000002583089,"N","N","Y"
"National NO CU USD Salary Basis",300000232392377,"ANNUAL","Annually","CUBN","A","U","NO_COMPONENT",1,2,300000231080401,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO CV CVE Salary Basis",300000232392423,"ANNUAL","Annually","CPVN","A","U","NO_COMPONENT",1,2,300000231015536,"CVE",300000231542253,300000002583089,"N","N","Y"
"National NO CY EUR Salary Basis",300000232394193,"ANNUAL","Annually","CY2N","A","U","NO_COMPONENT",1,2,300000230889231,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO CY EUR Salary Basis <01/06/18",300000232389840,"ANNUAL","Annually","CYPN","A","U","NO_COMPONENT",1,2,300000230776155,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO CZ CZK Salary Basis",300000232394337,"ANNUAL","Annually","CZEN","A","U","NO_COMPONENT",1,2,300000230862629,"CZK",300000231573670,300000002583089,"N","N","Y"
"National NO DE EUR Salary Basis",300000232393546,"ANNUAL","Annually","DE2N","A","U","NO_COMPONENT",1,2,300000230879662,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO DE EUR Salary Basis <01/07/07",300000232389905,"ANNUAL","Annually","DEUN","A","U","NO_COMPONENT",1,2,300000231037273,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO DJ DJF Salary Basis",300000232392032,"ANNUAL","Annually","DJ2N","A","U","NO_COMPONENT",1,2,300000231059708,"DJF",300000231545274,300000002583089,"N","N","Y"
"National NO DJ DJF Salary Basis <01/06/15",300000232393444,"ANNUAL","Annually","DJIN","A","U","NO_COMPONENT",1,2,300000231077977,"DJF",300000231545274,300000002583089,"N","N","Y"
"National NO DK DKK Salary Basis",300000232390348,"ANNUAL","Annually","DNKN","A","U","NO_COMPONENT",1,2,300000231056236,"DKK",300000231309328,300000002583089,"N","N","Y"
"National NO DO DOP Salary Basis",300000232392703,"ANNUAL","Annually","DOMN","A","U","NO_COMPONENT",1,2,300000230957707,"DOP",300000231293853,300000002583089,"N","N","Y"
"National NO DZ DZD Salary Basis",300000232392656,"ANNUAL","Annually","DZAN","A","U","NO_COMPONENT",1,2,300000231002632,"DZD",300000231250638,300000002583089,"N","N","Y"
"National NO EC USD Salary Basis",300000232392612,"ANNUAL","Annually","EC2N","A","U","NO_COMPONENT",1,2,300000231012787,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO EC USD Salary Basis <01/09/18",300000232392249,"ANNUAL","Annually","ECUN","A","U","NO_COMPONENT",1,2,300000230861931,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO EE EUR Salary Basis",300000232394048,"ANNUAL","Annually","ESTN","A","U","NO_COMPONENT",1,2,300000231064806,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO EG EGP Salary Basis",300000232392281,"ANNUAL","Annually","EGYN","A","U","NO_COMPONENT",1,2,300000231094150,"EGP",300000231264773,300000002583089,"N","N","Y"
"National NO ER ERN Salary Basis",300000232392085,"ANNUAL","Annually","ERIN","A","U","NO_COMPONENT",1,2,300000230962624,"ERN",300000231440199,300000002583089,"N","N","Y"
"National NO ES EUR Salary Basis",300000232393054,"ANNUAL","Annually","ESPN","A","U","NO_COMPONENT",1,2,300000231043372,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO ET USD Salary Basis",300000232389782,"ANNUAL","Annually","ETHN","A","U","NO_COMPONENT",1,2,300000231012810,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO EX XCD Salary Basis",300000232393890,"ANNUAL","Annually","ECSN","A","U","NO_COMPONENT",1,2,300000230981773,"XCD",300000231400557,300000002583089,"N","N","Y"
"National NO FJ FJD Salary Basis",300000232389822,"ANNUAL","Annually","FJIN","A","U","NO_COMPONENT",1,2,300000230971187,"FJD",300000231353379,300000002583089,"N","N","Y"
"National NO FM USD Salary Basis",300000232393015,"ANNUAL","Annually","FSMN","A","U","NO_COMPONENT",1,2,300000230767312,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO FR LIO EUR Salary Basis",300000232393726,"ANNUAL","Annually","FRAN","A","U","NO_COMPONENT",1,2,300000230915968,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO GA XOF Salary Basis",300000232389772,"ANNUAL","Annually","GABN","A","U","NO_COMPONENT",1,2,300000230829789,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO GE GEL Salary Basis",300000232392766,"ANNUAL","Annually","GEON","A","U","NO_COMPONENT",1,2,300000230805695,"GEL",300000231264496,300000002583089,"N","N","Y"
"National NO GH GHS Salary Basis",300000232393682,"ANNUAL","Annually","GHAN","A","U","NO_COMPONENT",1,2,300000231101849,"GHS",300000231640311,300000002583089,"N","N","Y"
"National NO GM GMD Salary Basis",300000232392652,"ANNUAL","Annually","GMBN","A","U","NO_COMPONENT",1,2,300000230928111,"GMD",300000231378908,300000002583089,"N","N","Y"
"National NO GN GNF Salary Basis",300000232394209,"ANNUAL","Annually","GINN","A","U","NO_COMPONENT",1,2,300000230932867,"GNF",300000231647258,300000002583089,"N","N","Y"
"National NO GQ XOF Salary Basis",300000232392153,"ANNUAL","Annually","GNQN","A","U","NO_COMPONENT",1,2,300000231006436,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO GR EUR Salary Basis",300000232392959,"ANNUAL","Annually","GRCN","A","U","NO_COMPONENT",1,2,300000230756376,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO GT GTQ Salary Basis",300000232392904,"ANNUAL","Annually","GT2N","A","U","NO_COMPONENT",1,2,300000230796268,"GTQ",300000231687041,300000002583089,"N","N","Y"
"National NO GT GTQ Salary Basis <01/09/15",300000232390159,"ANNUAL","Annually","GTMN","A","U","NO_COMPONENT",1,2,300000230860838,"GTQ",300000231687041,300000002583089,"N","N","Y"
"National NO GW XOF Salary Basis",300000232391569,"ANNUAL","Annually","GNBN","A","U","NO_COMPONENT",1,2,300000230839673,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO GY GYD Salary Basis",300000232391913,"ANNUAL","Annually","GUYN","A","U","NO_COMPONENT",1,2,300000231025048,"GYD",300000231352639,300000002583089,"N","N","Y"
"National NO HK HKD Salary Basis",300000232393775,"ANNUAL","Annually","HKGN","A","U","NO_COMPONENT",1,2,300000231095056,"HKD",300000231383673,300000002583089,"N","N","Y"
"National NO HN HNL Salary Basis",300000232389907,"ANNUAL","Annually","HNDN","A","U","NO_COMPONENT",1,2,300000230776643,"HNL",300000231279469,300000002583089,"N","N","Y"
"National NO HR HRK Salary Basis",300000232394298,"ANNUAL","Annually","HRVN","A","U","NO_COMPONENT",1,2,300000230925624,"HRK",300000231577565,300000002583089,"N","N","Y"
"National NO HT HTG Salary Basis",300000232390207,"ANNUAL","Annually","HTIN","A","U","NO_COMPONENT",1,2,300000230895218,"HTG",300000231411618,300000002583089,"N","N","Y"
"National NO HU HUF Salary Basis",300000232390251,"ANNUAL","Annually","HUNN","A","U","NO_COMPONENT",1,2,300000231090573,"HUF",300000231249848,300000002583089,"N","N","Y"
"National NO ID IDR Salary Basis",300000232393472,"ANNUAL","Annually","IDNN","A","U","NO_COMPONENT",1,2,300000231098473,"IDR",300000231557876,300000002583089,"N","N","Y"
"National NO IE EUR Salary Basis",300000232391753,"ANNUAL","Annually","IRLN","A","U","NO_COMPONENT",1,2,300000230804121,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO IL ILS Salary Basis",300000232393556,"ANNUAL","Annually","ISRN","A","U","NO_COMPONENT",1,2,300000230993358,"ILS",300000231552399,300000002583089,"N","N","Y"
"National NO IN ICD INR Salary Basis",300000232392485,"ANNUAL","Annually","INDN","A","U","NO_COMPONENT",1,2,300000230756360,"INR",300000231337664,300000002583089,"N","N","Y"
"National NO IQ USD Salary Basis",300000232393727,"ANNUAL","Annually","IRQN","A","U","NO_COMPONENT",1,2,300000230897657,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO IR USD Salary Basis",300000232392169,"ANNUAL","Annually","I2NN","A","U","NO_COMPONENT",1,2,300000230853916,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO IR USD Salary Basis <01/01/15",300000232392817,"ANNUAL","Annually","IRNN","A","U","NO_COMPONENT",1,2,300000230865970,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO JM JMD Salary Basis",300000232391498,"ANNUAL","Annually","JAMN","A","U","NO_COMPONENT",1,2,300000230867040,"JMD",300000231266401,300000002583089,"N","N","Y"
"National NO JO JOD Salary Basis",300000232394300,"ANNUAL","Annually","JORN","A","U","NO_COMPONENT",1,2,300000230808347,"JOD",300000231368731,300000002583089,"N","N","Y"
"National NO JP JPY Salary Basis",300000232394227,"ANNUAL","Annually","JPNN","A","U","NO_COMPONENT",1,2,300000230849303,"JPY",300000231528193,300000002583089,"N","N","Y"
"National NO KE KES Salary Basis",300000232394347,"ANNUAL","Annually","KENN","A","U","NO_COMPONENT",1,2,300000231000841,"KES",300000231500791,300000002583089,"N","N","Y"
"National NO KG USD Salary Basis",300000232394124,"ANNUAL","Annually","KGZN","A","U","NO_COMPONENT",1,2,300000231037666,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO KH USD Salary Basis",300000232393878,"ANNUAL","Annually","KHMN","A","U","NO_COMPONENT",1,2,300000231007211,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO KI AUD Salary Basis",300000232393565,"ANNUAL","Annually","KIRN","A","U","NO_COMPONENT",1,2,300000230814954,"AUD",300000231308562,300000002583089,"N","N","Y"
"National NO KM KMF Salary Basis",300000232394421,"ANNUAL","Annually","COMN","A","U","NO_COMPONENT",1,2,300000231007128,"KMF",300000231308369,300000002583089,"N","N","Y"
"National NO KP KPW Salary Basis",300000232391551,"ANNUAL","Annually","PRKN","A","U","NO_COMPONENT",1,2,300000230844446,"KPW",300000231280625,300000002583089,"N","N","Y"
"National NO KR KRW Salary Basis",300000232394151,"ANNUAL","Annually","KORN","A","U","NO_COMPONENT",1,2,300000230933162,"KRW",300000231381290,300000002583089,"N","N","Y"
"National NO KW KWD Salary Basis",300000232391642,"ANNUAL","Annually","KWTN","A","U","NO_COMPONENT",1,2,300000230781696,"KWD",300000231574150,300000002583089,"N","N","Y"
"National NO KZ KZT Salary Basis",300000232394230,"ANNUAL","Annually","KAZN","A","U","NO_COMPONENT",1,2,300000231093449,"KZT",300000231582918,300000002583089,"N","N","Y"
"National NO LA USD Salary Basis",300000232391916,"ANNUAL","Annually","LAON","A","U","NO_COMPONENT",1,2,300000230812379,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO LB LBP Salary Basis",300000232391579,"ANNUAL","Annually","LBNN","A","U","NO_COMPONENT",1,2,300000230852143,"LBP",300000231621189,300000002583089,"N","N","Y"
"National NO LK LKR Salary Basis",300000232394279,"ANNUAL","Annually","LKAN","A","U","NO_COMPONENT",1,2,300000230969868,"LKR",300000231452149,300000002583089,"N","N","Y"
"National NO LR USD Salary Basis",300000232394341,"ANNUAL","Annually","LBRN","A","U","NO_COMPONENT",1,2,300000231095401,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO LS LSL Salary Basis",300000232392491,"ANNUAL","Annually","LSON","A","U","NO_COMPONENT",1,2,300000230797261,"LSL",300000231617035,300000002583089,"N","N","Y"
"National NO LT EUR Salary Basis",300000232392325,"ANNUAL","Annually","LTUN","A","U","NO_COMPONENT",1,2,300000230926001,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO LV EUR Salary Basis",300000232392972,"ANNUAL","Annually","LVAN","A","U","NO_COMPONENT",1,2,300000230956435,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO LY LYD Salary Basis",300000232393697,"ANNUAL","Annually","LBYN","A","U","NO_COMPONENT",1,2,300000231036431,"LYD",300000231591281,300000002583089,"N","N","Y"
"National NO MA MAD Salary Basis",300000232390022,"ANNUAL","Annually","MARN","A","U","NO_COMPONENT",1,2,300000230981471,"MAD",300000231591794,300000002583089,"N","N","Y"
"National NO MD MDL Salary Basis",300000232392021,"ANNUAL","Annually","MDAN","A","U","NO_COMPONENT",1,2,300000231048925,"MDL",300000231264430,300000002583089,"N","N","Y"
"National NO ME EUR Salary Basis",300000232394397,"ANNUAL","Annually","MNEN","A","U","NO_COMPONENT",1,2,300000231042631,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO MG MGA Salary Basis",300000232392843,"ANNUAL","Annually","MDGN","A","U","NO_COMPONENT",1,2,300000231068138,"MGA",300000231586707,300000002583089,"N","N","Y"
"National NO MH USD Salary Basis",300000232392789,"ANNUAL","Annually","MHLN","A","U","NO_COMPONENT",1,2,300000231021337,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO MK EUR Salary Basis",300000232391761,"ANNUAL","Annually","MKDN","A","U","NO_COMPONENT",1,2,300000230890767,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO ML XOF Salary Basis",300000232392227,"ANNUAL","Annually","MLIN","A","U","NO_COMPONENT",1,2,300000230992296,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO MM USD Salary Basis",300000232392382,"ANNUAL","Annually","MMRN","A","U","NO_COMPONENT",1,2,300000230870131,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO MN MNT Salary Basis",300000232393078,"ANNUAL","Annually","MNGN","A","U","NO_COMPONENT",1,2,300000230945082,"MNT",300000231656261,300000002583089,"N","N","Y"
"National NO MO MOP Salary Basis",300000232392155,"ANNUAL","Annually","MACN","A","U","NO_COMPONENT",1,2,300000230818970,"MOP",300000231352971,300000002583089,"N","N","Y"
"National NO MR MRU Salary Basis",300000232393454,"ANNUAL","Annually","MRTN","A","U","NO_COMPONENT",1,2,300000230773531,"MRU",300000231635339,300000002583089,"N","N","Y"
"National NO MT EUR Salary Basis",300000232393306,"ANNUAL","Annually","MLTN","A","U","NO_COMPONENT",1,2,300000230905227,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO MU MUR Salary Basis",300000232392765,"ANNUAL","Annually","MUSN","A","U","NO_COMPONENT",1,2,300000231062699,"MUR",300000231322843,300000002583089,"N","N","Y"
"National NO MV MVR Salary Basis",300000232392876,"ANNUAL","Annually","MDVN","A","U","NO_COMPONENT",1,2,300000230860804,"MVR",300000231397944,300000002583089,"N","N","Y"
"National NO MW MWK Salary Basis",300000232392007,"ANNUAL","Annually","MWIN","A","U","NO_COMPONENT",1,2,300000230839794,"MWK",300000231590180,300000002583089,"N","N","Y"
"National NO MX MXN Salary Basis",300000232390038,"ANNUAL","Annually","MEXN","A","U","NO_COMPONENT",1,2,300000230987169,"MXN",300000231366824,300000002583089,"N","N","Y"
"National NO MY MYR Salary Basis",300000232392455,"ANNUAL","Annually","MYSN","A","U","NO_COMPONENT",1,2,300000230838540,"MYR",300000231308691,300000002583089,"N","N","Y"
"National NO MZ USD Salary Basis",300000232392596,"ANNUAL","Annually","MO2N","A","U","NO_COMPONENT",1,2,300000230930973,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO MZ USD Salary Basis <01/12/17",300000232394111,"ANNUAL","Annually","MOZN","A","U","NO_COMPONENT",1,2,300000231019417,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO NA NAD Salary Basis",300000232392850,"ANNUAL","Annually","NAMN","A","U","NO_COMPONENT",1,2,300000230771072,"NAD",300000231396028,300000002583089,"N","N","Y"
"National NO NE XOF Salary Basis",300000232389873,"ANNUAL","Annually","NERN","A","U","NO_COMPONENT",1,2,300000230907208,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO NG NGN Salary Basis",300000232393291,"ANNUAL","Annually","NGAN","A","U","NO_COMPONENT",1,2,300000230899894,"NGN",300000231250144,300000002583089,"N","N","Y"
"National NO NI NIO Salary Basis",300000232393074,"ANNUAL","Annually","NICN","A","U","NO_COMPONENT",1,2,300000230854065,"NIO",300000231516057,300000002583089,"N","N","Y"
