"SalaryBasisName","SalaryBasisId","FrequencyCode","FrequencyName","Code","Status","SalaryBasisType","ComponentUsage","AnnualizationFactor","SalaryAmountScale","GradeRateId","InputCurrencyCode","ElementTypeId","LegislativeDataGroupId","UseAtRelationshipLevel","UseAtTermsLevel","UseAtAssignmentLevel"
"National Volunteer PS Expert ILS Salary Basis",300000232392818,"ANNUAL","Annually","PSE1","A","U","NO_COMPONENT",1,2,300000231000229,"ILS",300000231398161,300000002583089,"N","N","Y"
"National Volunteer PS Specialist ILS Salary Basis",300000232394017,"ANNUAL","Annually","PSEY","A","U","NO_COMPONENT",1,2,300000230779936,"ILS",300000231398161,300000002583089,"N","N","Y"
"National Volunteer PS University ILS Salary Basis",300000232393782,"ANNUAL","Annually","PSEE","A","U","NO_COMPONENT",1,2,300000231034370,"ILS",300000231398161,300000002583089,"N","N","Y"
"National Volunteer PS Youth ILS Salary Basis",300000232391949,"ANNUAL","Annually","PSED","A","U","NO_COMPONENT",1,2,300000230761095,"ILS",300000231398161,300000002583089,"N","N","Y"
"National Volunteer PW Community Volunteer USD Salary Basis",300000232394357,"ANNUAL","Annually","PLWZ","A","U","NO_COMPONENT",1,2,300000230810276,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer PW Expert USD Salary Basis",300000232392347,"ANNUAL","Annually","PLW1","A","U","NO_COMPONENT",1,2,300000230995559,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer PW Specialist USD Salary Basis",300000232389904,"ANNUAL","Annually","PLWY","A","U","NO_COMPONENT",1,2,300000230757801,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer PW University USD Salary Basis",300000232392255,"ANNUAL","Annually","PLWE","A","U","NO_COMPONENT",1,2,300000231077766,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer PW Youth USD Salary Basis",300000232393793,"ANNUAL","Annually","PLWD","A","U","NO_COMPONENT",1,2,300000230998224,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer PY Community Volunteer PYG Salary Basis",300000232391397,"ANNUAL","Annually","PRYZ","A","U","NO_COMPONENT",1,2,300000230870928,"PYG",300000231412027,300000002583089,"N","N","Y"
"National Volunteer PY Expert PYG Salary Basis",300000232389923,"ANNUAL","Annually","PRY1","A","U","NO_COMPONENT",1,2,300000230890620,"PYG",300000231412027,300000002583089,"N","N","Y"
"National Volunteer PY Specialist PYG Salary Basis",300000232392923,"ANNUAL","Annually","PRYY","A","U","NO_COMPONENT",1,2,300000230779765,"PYG",300000231412027,300000002583089,"N","N","Y"
"National Volunteer PY University PYG Salary Basis",300000232389877,"ANNUAL","Annually","PRYE","A","U","NO_COMPONENT",1,2,300000230955388,"PYG",300000231412027,300000002583089,"N","N","Y"
"National Volunteer PY Youth PYG Salary Basis",300000232390334,"ANNUAL","Annually","PRYD","A","U","NO_COMPONENT",1,2,300000230784913,"PYG",300000231412027,300000002583089,"N","N","Y"
"National Volunteer QA Community Volunteer QAR Salary Basis",300000232392879,"ANNUAL","Annually","QATZ","A","U","NO_COMPONENT",1,2,300000230972715,"QAR",300000231368240,300000002583089,"N","N","Y"
"National Volunteer QA Expert QAR Salary Basis",300000232391608,"ANNUAL","Annually","QAT1","A","U","NO_COMPONENT",1,2,300000230918546,"QAR",300000231368240,300000002583089,"N","N","Y"
"National Volunteer QA Specialist QAR Salary Basis",300000232390281,"ANNUAL","Annually","QATY","A","U","NO_COMPONENT",1,2,300000231035034,"QAR",300000231368240,300000002583089,"N","N","Y"
"National Volunteer QA University QAR Salary Basis",300000232393079,"ANNUAL","Annually","QATE","A","U","NO_COMPONENT",1,2,300000230836020,"QAR",300000231368240,300000002583089,"N","N","Y"
"National Volunteer QA Youth QAR Salary Basis",300000232393814,"ANNUAL","Annually","QATD","A","U","NO_COMPONENT",1,2,300000231064340,"QAR",300000231368240,300000002583089,"N","N","Y"
"National Volunteer RO Community Volunteer RON Salary Basis",300000232392747,"ANNUAL","Annually","ROUZ","A","U","NO_COMPONENT",1,2,300000230764269,"RON",300000231311160,300000002583089,"N","N","Y"
"National Volunteer RO Expert RON Salary Basis",300000232393112,"ANNUAL","Annually","ROU1","A","U","NO_COMPONENT",1,2,300000230785910,"RON",300000231311160,300000002583089,"N","N","Y"
"National Volunteer RO Specialist RON Salary Basis",300000232393157,"ANNUAL","Annually","ROUY","A","U","NO_COMPONENT",1,2,300000230788720,"RON",300000231311160,300000002583089,"N","N","Y"
"National Volunteer RO University RON Salary Basis",300000232392882,"ANNUAL","Annually","ROUE","A","U","NO_COMPONENT",1,2,300000230922506,"RON",300000231311160,300000002583089,"N","N","Y"
"National Volunteer RO Youth RON Salary Basis",300000232392168,"ANNUAL","Annually","ROUD","A","U","NO_COMPONENT",1,2,300000230923163,"RON",300000231311160,300000002583089,"N","N","Y"
"National Volunteer RS Community Volunteer EUR Salary Basis",300000232391607,"ANNUAL","Annually","SRBZ","A","U","NO_COMPONENT",1,2,300000231017681,"EUR",300000231571784,300000002583089,"N","N","Y"
"National Volunteer RS Expert EUR Salary Basis",300000232393272,"ANNUAL","Annually","SRB1","A","U","NO_COMPONENT",1,2,300000230761094,"EUR",300000231571784,300000002583089,"N","N","Y"
"National Volunteer RS Specialist EUR Salary Basis",300000232392222,"ANNUAL","Annually","SRBY","A","U","NO_COMPONENT",1,2,300000230885170,"EUR",300000231571784,300000002583089,"N","N","Y"
"National Volunteer RS University EUR Salary Basis",300000232393657,"ANNUAL","Annually","SRBE","A","U","NO_COMPONENT",1,2,300000231033605,"EUR",300000231571784,300000002583089,"N","N","Y"
"National Volunteer RS Youth EUR Salary Basis",300000232393535,"ANNUAL","Annually","SRBD","A","U","NO_COMPONENT",1,2,300000230764280,"EUR",300000231571784,300000002583089,"N","N","Y"
"National Volunteer RU Community Volunteer RUB Salary Basis",300000232389861,"ANNUAL","Annually","RUSZ","A","U","NO_COMPONENT",1,2,300000230995584,"RUB",300000231544150,300000002583089,"N","N","Y"
"National Volunteer RU Expert RUB Salary Basis",300000232392089,"ANNUAL","Annually","RUS1","A","U","NO_COMPONENT",1,2,300000231049810,"RUB",300000231544150,300000002583089,"N","N","Y"
"National Volunteer RU Specialist RUB Salary Basis",300000232392891,"ANNUAL","Annually","RUSY","A","U","NO_COMPONENT",1,2,300000230804191,"RUB",300000231544150,300000002583089,"N","N","Y"
"National Volunteer RU University RUB Salary Basis",300000232392849,"ANNUAL","Annually","RUSE","A","U","NO_COMPONENT",1,2,300000231100806,"RUB",300000231544150,300000002583089,"N","N","Y"
"National Volunteer RU Youth RUB Salary Basis",300000232393268,"ANNUAL","Annually","RUSD","A","U","NO_COMPONENT",1,2,300000230855154,"RUB",300000231544150,300000002583089,"N","N","Y"
"National Volunteer RW Community Volunteer RWF Salary Basis",300000232392937,"ANNUAL","Annually","RWAZ","A","U","NO_COMPONENT",1,2,300000230760880,"RWF",300000231279279,300000002583089,"N","N","Y"
"National Volunteer RW Expert RWF Salary Basis",300000232391371,"ANNUAL","Annually","RWA1","A","U","NO_COMPONENT",1,2,300000230788730,"RWF",300000231279279,300000002583089,"N","N","Y"
"National Volunteer RW Specialist RWF Salary Basis",300000232391622,"ANNUAL","Annually","RWAY","A","U","NO_COMPONENT",1,2,300000230996123,"RWF",300000231279279,300000002583089,"N","N","Y"
"National Volunteer RW University RWF Salary Basis",300000232392943,"ANNUAL","Annually","RWAE","A","U","NO_COMPONENT",1,2,300000230995894,"RWF",300000231279279,300000002583089,"N","N","Y"
"National Volunteer RW Youth RWF Salary Basis",300000232394047,"ANNUAL","Annually","RWAD","A","U","NO_COMPONENT",1,2,300000230765877,"RWF",300000231279279,300000002583089,"N","N","Y"
"National Volunteer SA Community Volunteer SAR Salary Basis",300000232391635,"ANNUAL","Annually","SAUZ","A","U","NO_COMPONENT",1,2,300000231041118,"SAR",300000231515251,300000002583089,"N","N","Y"
"National Volunteer SA Expert SAR Salary Basis",300000232393426,"ANNUAL","Annually","SAU1","A","U","NO_COMPONENT",1,2,300000231060445,"SAR",300000231515251,300000002583089,"N","N","Y"
"National Volunteer SA Specialist SAR Salary Basis",300000232394317,"ANNUAL","Annually","SAUY","A","U","NO_COMPONENT",1,2,300000231053057,"SAR",300000231515251,300000002583089,"N","N","Y"
"National Volunteer SA University SAR Salary Basis",300000232394270,"ANNUAL","Annually","SAUE","A","U","NO_COMPONENT",1,2,300000230934755,"SAR",300000231515251,300000002583089,"N","N","Y"
"National Volunteer SA Youth SAR Salary Basis",300000232393243,"ANNUAL","Annually","SAUD","A","U","NO_COMPONENT",1,2,300000230869710,"SAR",300000231515251,300000002583089,"N","N","Y"
"National Volunteer SB Community Volunteer SBD Salary Basis",300000232390065,"ANNUAL","Annually","SLBZ","A","U","NO_COMPONENT",1,2,300000230884348,"SBD",300000231425914,300000002583089,"N","N","Y"
"National Volunteer SB Expert SBD Salary Basis",300000232391697,"ANNUAL","Annually","SLB1","A","U","NO_COMPONENT",1,2,300000230964610,"SBD",300000231425914,300000002583089,"N","N","Y"
"National Volunteer SB Specialist SBD Salary Basis",300000232391750,"ANNUAL","Annually","SLBY","A","U","NO_COMPONENT",1,2,300000230780984,"SBD",300000231425914,300000002583089,"N","N","Y"
"National Volunteer SB University SBD Salary Basis",300000232394057,"ANNUAL","Annually","SLBE","A","U","NO_COMPONENT",1,2,300000230937958,"SBD",300000231425914,300000002583089,"N","N","Y"
"National Volunteer SB Youth SBD Salary Basis",300000232392045,"ANNUAL","Annually","SLBD","A","U","NO_COMPONENT",1,2,300000231016021,"SBD",300000231425914,300000002583089,"N","N","Y"
"National Volunteer SC Community Volunteer SCR Salary Basis",300000232391986,"ANNUAL","Annually","SYCZ","A","U","NO_COMPONENT",1,2,300000230902231,"SCR",300000231533751,300000002583089,"N","N","Y"
"National Volunteer SC Expert SCR Salary Basis",300000232394280,"ANNUAL","Annually","SYC1","A","U","NO_COMPONENT",1,2,300000230758137,"SCR",300000231533751,300000002583089,"N","N","Y"
"National Volunteer SC Specialist SCR Salary Basis",300000232393901,"ANNUAL","Annually","SYCY","A","U","NO_COMPONENT",1,2,300000230921063,"SCR",300000231533751,300000002583089,"N","N","Y"
"National Volunteer SC University SCR Salary Basis",300000232391641,"ANNUAL","Annually","SYCE","A","U","NO_COMPONENT",1,2,300000230850208,"SCR",300000231533751,300000002583089,"N","N","Y"
"National Volunteer SC Youth SCR Salary Basis",300000232391877,"ANNUAL","Annually","SYCD","A","U","NO_COMPONENT",1,2,300000231034134,"SCR",300000231533751,300000002583089,"N","N","Y"
"National Volunteer SD Community Volunteer USD Salary Basis",300000232394104,"ANNUAL","Annually","SDNZ","A","U","NO_COMPONENT",1,2,300000230785402,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SD Expert USD Salary Basis",300000232390298,"ANNUAL","Annually","SDN1","A","U","NO_COMPONENT",1,2,300000230963565,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SD Specialist USD Salary Basis",300000232393789,"ANNUAL","Annually","SDNY","A","U","NO_COMPONENT",1,2,300000231020010,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SD University USD Salary Basis",300000232391858,"ANNUAL","Annually","SDNE","A","U","NO_COMPONENT",1,2,300000231052504,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SD Youth USD Salary Basis",300000232389756,"ANNUAL","Annually","SDND","A","U","NO_COMPONENT",1,2,300000230786512,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SL Community Volunteer SLL Salary Basis",300000232394240,"ANNUAL","Annually","SLEZ","A","U","NO_COMPONENT",1,2,300000230799452,"SLL",300000231679941,300000002583089,"N","N","Y"
"National Volunteer SL Expert SLL Salary Basis",300000232391398,"ANNUAL","Annually","SLE1","A","U","NO_COMPONENT",1,2,300000230832898,"SLL",300000231679941,300000002583089,"N","N","Y"
"National Volunteer SL Specialist SLL Salary Basis",300000232393723,"ANNUAL","Annually","SLEY","A","U","NO_COMPONENT",1,2,300000231087132,"SLL",300000231679941,300000002583089,"N","N","Y"
"National Volunteer SL University SLL Salary Basis",300000232394066,"ANNUAL","Annually","SLEE","A","U","NO_COMPONENT",1,2,300000230760605,"SLL",300000231679941,300000002583089,"N","N","Y"
"National Volunteer SL Youth SLL Salary Basis",300000232392302,"ANNUAL","Annually","SLED","A","U","NO_COMPONENT",1,2,300000231017513,"SLL",300000231679941,300000002583089,"N","N","Y"
"National Volunteer SN Community Volunteer XOF Salary Basis",300000232393013,"ANNUAL","Annually","SENZ","A","U","NO_COMPONENT",1,2,300000230956432,"XOF",300000231559748,300000002583089,"N","N","Y"
"National Volunteer SN Expert XOF Salary Basis",300000232393332,"ANNUAL","Annually","SEN1","A","U","NO_COMPONENT",1,2,300000230976523,"XOF",300000231559748,300000002583089,"N","N","Y"
"National Volunteer SN Specialist XOF Salary Basis",300000232392602,"ANNUAL","Annually","SENY","A","U","NO_COMPONENT",1,2,300000230778900,"XOF",300000231559748,300000002583089,"N","N","Y"
"National Volunteer SN University XOF Salary Basis",300000232393174,"ANNUAL","Annually","SENE","A","U","NO_COMPONENT",1,2,300000231070453,"XOF",300000231559748,300000002583089,"N","N","Y"
"National Volunteer SN Youth XOF Salary Basis",300000232391812,"ANNUAL","Annually","SEND","A","U","NO_COMPONENT",1,2,300000230761490,"XOF",300000231559748,300000002583089,"N","N","Y"
"National Volunteer SO Community Volunteer USD Salary Basis",300000232393824,"ANNUAL","Annually","SOMZ","A","U","NO_COMPONENT",1,2,300000230764576,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SO Expert USD Salary Basis",300000232390017,"ANNUAL","Annually","SOM1","A","U","NO_COMPONENT",1,2,300000230961916,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SO Specialist USD Salary Basis",300000232390046,"ANNUAL","Annually","SOMY","A","U","NO_COMPONENT",1,2,300000231054242,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SO University USD Salary Basis",300000232391981,"ANNUAL","Annually","SOME","A","U","NO_COMPONENT",1,2,300000230768930,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SO Youth USD Salary Basis",300000232391541,"ANNUAL","Annually","SOMD","A","U","NO_COMPONENT",1,2,300000230915097,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SR Community Volunteer USD Salary Basis",300000232391557,"ANNUAL","Annually","SURZ","A","U","NO_COMPONENT",1,2,300000230964089,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SR Expert USD Salary Basis",300000232389879,"ANNUAL","Annually","SUR1","A","U","NO_COMPONENT",1,2,300000230762800,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SR Specialist USD Salary Basis",300000232390150,"ANNUAL","Annually","SURY","A","U","NO_COMPONENT",1,2,300000230968717,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SR University USD Salary Basis",300000232393274,"ANNUAL","Annually","SURE","A","U","NO_COMPONENT",1,2,300000230761062,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SR Youth USD Salary Basis",300000232394320,"ANNUAL","Annually","SURD","A","U","NO_COMPONENT",1,2,300000230769995,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SS Community Volunteer USD Salary Basis",300000232391887,"ANNUAL","Annually","SSDZ","A","U","NO_COMPONENT",1,2,300000230997507,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SS Expert USD Salary Basis",300000232393597,"ANNUAL","Annually","SSD1","A","U","NO_COMPONENT",1,2,300000230962882,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SS Specialist USD Salary Basis",300000232391426,"ANNUAL","Annually","SSDY","A","U","NO_COMPONENT",1,2,300000230849411,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SS University USD Salary Basis",300000232392329,"ANNUAL","Annually","SSDE","A","U","NO_COMPONENT",1,2,300000231077219,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SS Youth USD Salary Basis",300000232389823,"ANNUAL","Annually","SSDD","A","U","NO_COMPONENT",1,2,300000230923183,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer ST Community Volunteer STN Salary Basis",300000232391883,"ANNUAL","Annually","STPZ","A","U","NO_COMPONENT",1,2,300000230770180,"STN",300000231488075,300000002583089,"N","N","Y"
"National Volunteer ST Expert STN Salary Basis",300000232392572,"ANNUAL","Annually","STP1","A","U","NO_COMPONENT",1,2,300000230950095,"STN",300000231488075,300000002583089,"N","N","Y"
"National Volunteer ST Specialist STN Salary Basis",300000232391407,"ANNUAL","Annually","STPY","A","U","NO_COMPONENT",1,2,300000230800135,"STN",300000231488075,300000002583089,"N","N","Y"
"National Volunteer ST University STN Salary Basis",300000232390016,"ANNUAL","Annually","STPE","A","U","NO_COMPONENT",1,2,300000230788026,"STN",300000231488075,300000002583089,"N","N","Y"
"National Volunteer ST Youth STN Salary Basis",300000232393055,"ANNUAL","Annually","STPD","A","U","NO_COMPONENT",1,2,300000231071847,"STN",300000231488075,300000002583089,"N","N","Y"
"National Volunteer SV Community Volunteer USD Salary Basis",300000232392501,"ANNUAL","Annually","SLVZ","A","U","NO_COMPONENT",1,2,300000230913625,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SV Expert USD Salary Basis",300000232394188,"ANNUAL","Annually","SLV1","A","U","NO_COMPONENT",1,2,300000230758845,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SV Specialist USD Salary Basis",300000232393465,"ANNUAL","Annually","SLVY","A","U","NO_COMPONENT",1,2,300000230760879,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SV University USD Salary Basis",300000232392309,"ANNUAL","Annually","SLVE","A","U","NO_COMPONENT",1,2,300000231032773,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SV Youth USD Salary Basis",300000232393497,"ANNUAL","Annually","SLVD","A","U","NO_COMPONENT",1,2,300000230798578,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SY Community Volunteer USD Salary Basis",300000232390069,"ANNUAL","Annually","SYRZ","A","U","NO_COMPONENT",1,2,300000230756365,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SY Expert USD Salary Basis",300000232393275,"ANNUAL","Annually","SYR1","A","U","NO_COMPONENT",1,2,300000230901235,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SY Specialist USD Salary Basis",300000232390312,"ANNUAL","Annually","SYRY","A","U","NO_COMPONENT",1,2,300000230800226,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SY University USD Salary Basis",300000232393495,"ANNUAL","Annually","SYRE","A","U","NO_COMPONENT",1,2,300000230912943,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SY Youth USD Salary Basis",300000232393925,"ANNUAL","Annually","SYRD","A","U","NO_COMPONENT",1,2,300000230932059,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer SZ Community Volunteer SZL Salary Basis",300000232394375,"ANNUAL","Annually","SWZZ","A","U","NO_COMPONENT",1,2,300000231029909,"SZL",300000231503196,300000002583089,"N","N","Y"
"National Volunteer SZ Expert SZL Salary Basis",300000232393632,"ANNUAL","Annually","SWZ1","A","U","NO_COMPONENT",1,2,300000231032590,"SZL",300000231503196,300000002583089,"N","N","Y"
"National Volunteer SZ Specialist SZL Salary Basis",300000232392001,"ANNUAL","Annually","SWZY","A","U","NO_COMPONENT",1,2,300000230957102,"SZL",300000231503196,300000002583089,"N","N","Y"
"National Volunteer SZ University SZL Salary Basis",300000232392097,"ANNUAL","Annually","SWZE","A","U","NO_COMPONENT",1,2,300000230767477,"SZL",300000231503196,300000002583089,"N","N","Y"
"National Volunteer SZ Youth SZL Salary Basis",300000232394355,"ANNUAL","Annually","SWZD","A","U","NO_COMPONENT",1,2,300000230884453,"SZL",300000231503196,300000002583089,"N","N","Y"
"National Volunteer TC Community Volunteer USD Salary Basis",300000232392487,"ANNUAL","Annually","TCAZ","A","U","NO_COMPONENT",1,2,300000230957030,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer TC Expert USD Salary Basis",300000232390104,"ANNUAL","Annually","TCA1","A","U","NO_COMPONENT",1,2,300000230900589,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer TC Specialist USD Salary Basis",300000232393470,"ANNUAL","Annually","TCAY","A","U","NO_COMPONENT",1,2,300000230767998,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer TC University USD Salary Basis",300000232393655,"ANNUAL","Annually","TCAE","A","U","NO_COMPONENT",1,2,300000230783635,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer TC Youth USD Salary Basis",300000232390135,"ANNUAL","Annually","TCAD","A","U","NO_COMPONENT",1,2,300000230802945,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer TD Community Volunteer XOF Salary Basis",300000232390116,"ANNUAL","Annually","TCDZ","A","U","NO_COMPONENT",1,2,300000230761363,"XOF",300000231559748,300000002583089,"N","N","Y"
"National Volunteer TD Expert XOF Salary Basis",300000232394319,"ANNUAL","Annually","TCD1","A","U","NO_COMPONENT",1,2,300000231087318,"XOF",300000231559748,300000002583089,"N","N","Y"
